itm_id,itm_name,itm_sname,match_code_id,itm_dis_code,mse_id,kty_code,bra_id,itm_ref_flag,comments,long_desc,status_code,status_bdate,itm_name_ml,sys_nc00015$,creation_date,created_by,updated_by,update_date,uni_sal_code,uni_leg_code,uni_sal_val,long_desc_ml,sys_nc00024$,product_class_id,is_standard_pricing,is_special_buy,warranty_id,is_item_display,data_source,like_itm_id,supplier_sugg_like_itm_id,unit_descriptor_code,is_consignment,itm_selling_price_id,is_semi_finished,last_extraction_date,material_content_code,legacy_creation_date,legacy_update_date,itm_selling_rule_id,cons_avail_date,ity_code,do_not_purge,uni_stock_val,emergency_call_type,itm_denomination,itm_commission,itm_price,is_hidden,is_subject_to_compliance,is_to_be_shopped,item_shop_type,order_num,material_composition,itt_code,cur_id,lgcy_item_classification,lgcy_has_parent,tech_bsn_group_id
241,Joe Cell 241,,,241,,1015,,0,,,21,2015-02-12,,,2015-02-12,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
242,Joe Cell 242,,,242,,1015,,0,,,21,2015-02-12,,,2015-02-12,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
243,Joe Cell 243,,,243,,1015,,0,,,21,2015-02-18,,,2015-02-12,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
244,Joe Cell 244,,,244,,1015,,0,,,21,2015-02-18,,,2015-02-12,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
245,ghadir 245,,,245,,1015,,0,,,2,2015-02-13,,,2015-02-13,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
246,ghadir 246,,,246,,1015,,0,,,2,2015-02-13,,,2015-02-13,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
247,ghadir 247,,,247,,1015,,0,,,2,2015-02-13,,,2015-02-13,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
248,Subagent jolibelle  248,,,248,,1015,,0,,,21,2015-02-18,,,2015-02-13,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
252,RITA 252,,,252,,1015,,0,,,2,2015-02-16,,,2015-02-16,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
253,RITA 253,,,253,,1015,,0,,,2,2015-02-16,,,2015-02-16,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
254,RITA 254,,,254,,1015,,0,,,2,2015-02-16,,,2015-02-16,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
255,ghtf 255,,,255,,1015,,0,,,2,2015-02-16,,,2015-02-16,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
336,LL 100.00-NCODE,,,336,,900,,0,,,21,2015-02-20,,,2015-02-18,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
344,"LL 10,000.00 - 344",,,344,,900,,0,,,21,2015-02-24,,,2015-02-18,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
345,AHMADDDD 345,,,345,,1015,,0,,,21,2015-02-23,,,2015-02-18,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
351,LL 100.00 - 351,,,351,,900,,0,,,21,2015-03-06,,,2015-02-20,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
357,Submarine  357,,,357,,1015,,0,,,2,2015-02-23,,,2015-02-23,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
358,Marie-Rose Site 358,,,358,,1015,,0,,,2,2015-02-23,,,2015-02-23,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
359,Marie-Rose Site 359,,,359,,1015,,0,,,2,2015-02-23,,,2015-02-23,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
360,AHMADDDD 360,,,360,,1015,,0,,,2,2015-02-23,,,2015-02-23,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
361,AHMADDDD 361,,,361,,1015,,0,,,2,2015-02-23,,,2015-02-23,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
362,Subagent jolibelle  362,,,362,,1015,,0,,,2,2015-02-23,,,2015-02-23,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
363,Marie-Rose Site 363,,,363,,1015,,0,,,2,2015-02-23,,,2015-02-23,6554,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
368,"LL 10,000.00 - 368",,,368,,900,,0,,,21,2015-02-24,,,2015-02-23,3493,3493,2015-02-24,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
369,JALLOUL SITE  369,,,369,,1015,,0,,,2,2015-02-23,,,2015-02-23,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
370,JALLOUL SITE  370,,,370,,1015,,0,,,2,2015-02-23,,,2015-02-23,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
371,JALLOUL SITE  371,,,371,,1015,,0,,,2,2015-02-23,,,2015-02-23,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
372,JALLOUL SITE  372,,,372,,1015,,0,,,2,2015-02-23,,,2015-02-23,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
373,"LL 1,000.00 - 373",,,373,,900,,0,,,21,2015-03-06,,,2015-02-24,3493,3493,2015-02-24,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
385,Subagent joli  385,,,385,,1015,,0,,,21,2015-02-24,,,2015-02-24,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
386,Subagent joli  386,,,386,,1015,,0,,,2,2015-02-24,,,2015-02-24,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
387,ghtf 387,,,387,,1015,,0,,,2,2015-02-24,,,2015-02-24,6554,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
393,Submarine  393,,,393,,1015,,0,,,2,2015-02-26,,,2015-02-26,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
394,Submarine  394,,,394,,1015,,0,,,2,2015-02-26,,,2015-02-26,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
405,dilma12333333 405,,,405,,1015,,0,,,2,2015-03-03,,,2015-03-03,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
406,dilma12333333 406,,,406,,1015,,0,,,2,2015-03-03,,,2015-03-03,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
407,dilma12333333 407,,,407,,1015,,0,,,2,2015-03-03,,,2015-03-03,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
432,a1s2123123123123 - 432,,,a1s2123123123123,,900,,0,,,21,2015-03-09,,,2015-03-06,3493,3493,2015-03-09,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
433,dilma123 433,,,433,,1015,,0,,,2,2015-03-06,,,2015-03-06,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
434,dilma123 434,,,434,,1015,,0,,,2,2015-03-06,,,2015-03-06,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
436,qS - 436,,,qS,,900,,0,,,21,2015-04-24,,,2015-03-09,3493,6555,2015-04-16,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
457,cashCards - 457,,,457,,1117,,0,,,21,2015-03-23,,,2015-03-23,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
458,cashCards - 458,,,458,,1117,,0,,,21,2015-03-23,,,2015-03-23,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
463,test 463,,,463,,1015,,0,,,2,2015-04-13,,,2015-04-13,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
464,911 sub site 464,,,464,,1015,,0,,,21,2015-09-28,,,2015-04-16,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
465,911 sub site 465,,,465,,1015,,0,,,2,2015-04-16,,,2015-04-16,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
513,cashCards - 513,,,513,,1117,,0,,,21,2015-04-20,,,2015-04-20,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
514,cashCards - 514,,,514,,1117,,0,,,21,2015-04-20,,,2015-04-20,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
515,cashCards - 515,,,515,,1117,,0,,,21,2015-04-20,,,2015-04-20,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
516,cashCards - 516,,,516,,1117,,0,,,21,2015-04-20,,,2015-04-20,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
517,cashCards - 517,,,517,,1117,,0,,,21,2015-04-20,,,2015-04-20,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
518,cashCards - 518,,,518,,1117,,0,,,2,2015-04-20,,,2015-04-20,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
531,cashCards - 531,,,531,,1117,,0,,,2,2015-04-22,,,2015-04-22,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
561,520.0 - 561,,,520.0,,900,,0,,,21,2015-10-09,,,2015-04-27,6555,6555,2015-05-06,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
562,520.0 - 562,,,520.0,,900,,0,,,21,2016-03-11,,,2015-04-27,6555,6974,2016-03-11,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
563,256 - 563,,,256,,900,,0,,,21,2015-04-30,,,2015-04-27,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
564,256 - 564,,,256,,900,,0,,,21,2016-03-18,,,2015-04-28,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
565,cashCards - 565,,,565,,1117,,0,,,21,2015-04-28,,,2015-04-28,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
595,Jolibelle Sub Site 595,,,595,,1015,,0,,,2,2015-04-30,,,2015-04-30,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
596,Jolibelle Sub Site 596,,,596,,1015,,0,,,2,2015-04-30,,,2015-04-30,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
638,Jolibelle Site  638,,,638,,1015,,0,,,2,2015-05-06,,,2015-05-06,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
639,89 - 639,,,89,,900,,0,,,21,2015-05-06,,,2015-05-06,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
640,1000 - 640,,,1000,,900,,0,,,21,2015-05-06,,,2015-05-06,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
644,a 644,,,644,,1015,,0,,,2,2015-06-26,,,2015-06-26,6554,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
645,a 645,,,645,,1015,,0,,,2,2015-06-26,,,2015-06-26,6554,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
646,a 646,,,646,,1015,,0,,,2,2015-06-26,,,2015-06-26,6554,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
647,st 647,,,647,,1015,,0,,,2,2015-06-29,,,2015-06-29,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
651,st 651,,,651,,1015,,0,,,2,2015-06-29,,,2015-06-29,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
652,Faddoul Services 652,,,652,,1015,,0,,,2,2015-06-29,,,2015-06-29,6554,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
659,dilma123 659,,,659,,1015,,0,,,2,2015-06-29,,,2015-06-29,6554,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
668,a 668,,,668,,1015,,0,,,2,2015-06-29,,,2015-06-29,6554,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
669,Mazen Cell 669,,,669,,1015,,0,,,2,2015-06-29,,,2015-06-29,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
670,Mazen Cell 670,,,670,,1015,,0,,,2,2015-06-29,,,2015-06-29,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
82,Submarine  82,,,82,,1015,,0,,,2,2015-02-11,,,2015-02-11,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
133,ghadir 133,,,133,,1015,,0,,,2,2015-02-12,,,2015-02-12,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
134,ghadir 134,,,134,,1015,,0,,,2,2015-02-12,,,2015-02-12,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
135,ghadir 135,,,135,,1015,,0,,,2,2015-02-12,,,2015-02-12,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
251,Subagent jolibelle  251,,,251,,1015,,0,,,2,2015-02-16,,,2015-02-16,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
258,Marie-Rose Site 258,,,258,,1015,,0,,,21,2015-02-18,,,2015-02-16,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
259,Submarine  259,,,259,,1015,,0,,,2,2015-02-16,,,2015-02-16,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
260,Marie-Rose Site 260,,,260,,1015,,0,,,21,2015-02-18,,,2015-02-16,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
261,Marie-Rose Site 261,,,261,,1015,,0,,,21,2015-02-18,,,2015-02-16,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
262,Marie-Rose Site 262,,,262,,1015,,0,,,21,2015-02-18,,,2015-02-16,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
263,Marie-Rose Site 263,,,263,,1015,,0,,,21,2015-02-18,,,2015-02-16,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
265,LE VOYAGEUR - TABARJA 265,,,265,,1015,,0,,,2,2015-02-17,,,2015-02-17,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
266,LE VOYAGEUR - TABARJA 266,,,266,,1015,,0,,,2,2015-02-17,,,2015-02-17,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
267,ghadir 267,,,267,,1015,,0,,,2,2015-02-17,,,2015-02-17,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
268,ghadir 268,,,268,,1015,,0,,,2,2015-02-17,,,2015-02-17,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
269,test 269,,,269,,1015,,0,,,21,2015-02-18,,,2015-02-17,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
270,test 270,,,270,,1015,,0,,,21,2015-02-18,,,2015-02-17,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
271,test 271,,,271,,1015,,0,,,21,2015-02-18,,,2015-02-17,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
272,test 272,,,272,,1015,,0,,,21,2015-02-18,,,2015-02-17,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
273,test 273,,,273,,1015,,0,,,21,2015-02-18,,,2015-02-17,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
274,AHMADDDD 274,,,274,,1015,,0,,,21,2015-02-18,,,2015-02-17,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
275,AHMADDDD 275,,,275,,1015,,0,,,21,2015-02-18,,,2015-02-17,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
276,AHMADDDD 276,,,276,,1015,,0,,,21,2015-02-18,,,2015-02-17,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
277,Marie-Rose Site 277,,,277,,1015,,0,,,21,2015-02-18,,,2015-02-17,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
279,OFF ROAD 279,,,279,,1015,,0,,,2,2015-02-17,,,2015-02-17,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
280,MASTER PHONE 2 280,,,280,,1015,,0,,,2,2015-02-17,,,2015-02-17,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
281,MASTER PHONE 2 281,,,281,,1015,,0,,,2,2015-02-17,,,2015-02-17,6553,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
282,AHMADDDD 282,,,282,,1015,,0,,,21,2015-02-18,,,2015-02-17,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
283,AHMADDDD 283,,,283,,1015,,0,,,21,2015-02-18,,,2015-02-17,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
284,AHMADDDD 284,,,284,,1015,,0,,,21,2015-02-18,,,2015-02-17,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
299,Marie-Rose Site 299,,,299,,1015,,0,,,21,2015-02-18,,,2015-02-18,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
302,Marie-Rose Site 302,,,302,,1015,,0,,,2,2015-02-18,,,2015-02-18,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
325,AHMADDDD 325,,,325,,1015,,0,,,21,2015-02-23,,,2015-02-18,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
346,"LL 5,000.00 - 346",,,346,,900,,0,,,21,2015-02-24,,,2015-02-19,3493,3493,2015-02-23,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
347,"LL 10,000.00 - 347",,,347,,900,,0,,,21,2015-03-06,,,2015-02-20,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
348,"LL 1,000.00 - 348",,,348,,900,,0,,,21,2015-03-06,,,2015-02-20,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
356,Subagent joli  356,,,356,,1015,,0,,,2,2015-02-23,,,2015-02-23,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
365,"LL 5,000.00 - 365",,,365,,900,,0,,,21,2015-03-06,,,2015-02-23,3493,3493,2015-02-24,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
388,Submarine  388,,,388,,1015,,0,,,2,2015-02-24,,,2015-02-24,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
391,Submarine  391,,,391,,1015,,0,,,2,2015-02-25,,,2015-02-25,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
392,Submarine  392,,,392,,1015,,0,,,2,2015-02-25,,,2015-02-25,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
412,dilma123 412,,,412,,1015,,0,,,2,2015-03-04,,,2015-03-04,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
415,AHMADDDD 415,,,415,,1015,,0,,,2,2015-03-04,,,2015-03-04,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
416,AHMADDDD 416,,,416,,1015,,0,,,2,2015-03-04,,,2015-03-04,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
420,AHMADDDD 420,,,420,,1015,,0,,,2,2015-03-04,,,2015-03-04,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
421,AHMADDDD 421,,,421,,1015,,0,,,2,2015-03-04,,,2015-03-04,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
422,test 422,,,422,,1015,,0,,,2,2015-03-04,,,2015-03-04,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
423,test 423,,,423,,1015,,0,,,2,2015-03-04,,,2015-03-04,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
430,1213 - 430,,,1213,,900,,0,,,21,2015-03-06,,,2015-03-06,3493,3493,2015-03-06,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
435,HIJKLM  - 435,,,HIJKLM ,,900,,0,,,21,2015-03-09,,,2015-03-09,3493,3493,2015-03-09,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
456,cashCards - 456,,,456,,1117,,0,,,21,2015-03-23,,,2015-03-23,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
473,cashCards - 473,,,473,,1117,,0,,,21,2015-04-17,,,2015-04-17,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
474,cashCards - 474,,,474,,1117,,0,,,2,2015-04-17,,,2015-04-17,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
475,cashCards - 475,,,475,,1117,,0,,,21,2015-04-17,,,2015-04-17,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
476,cashCards - 476,,,476,,1117,,0,,,2,2015-04-17,,,2015-04-17,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
477,cashCards - 477,,,477,,1117,,0,,,2,2015-04-17,,,2015-04-17,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
478,cashCards - 478,,,478,,1117,,0,,,2,2015-04-17,,,2015-04-17,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
479,cashCards - 479,,,479,,1117,,0,,,21,2015-04-17,,,2015-04-17,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
480,cashCards - 480,,,480,,1117,,0,,,21,2015-04-20,,,2015-04-17,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
482,cashCards - 482,,,482,,1117,,0,,,21,2015-04-17,,,2015-04-17,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
483,cashCards - 483,,,483,,1117,,0,,,21,2015-04-17,,,2015-04-17,3493,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
488,cashCards - 488,,,488,,1117,,0,,,21,2015-04-20,,,2015-04-20,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
491,cashCards - 491,,,491,,1117,,0,,,21,2015-04-20,,,2015-04-20,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
492,cashCards - 492,,,492,,1117,,0,,,21,2015-04-20,,,2015-04-20,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
493,cashCards - 493,,,493,,1117,,0,,,21,2015-04-20,,,2015-04-20,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
494,cashCards - 494,,,494,,1117,,0,,,21,2015-04-20,,,2015-04-20,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
495,cashCards - 495,,,495,,1117,,0,,,21,2015-04-20,,,2015-04-20,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
496,cashCards - 496,,,496,,1117,,0,,,21,2015-04-20,,,2015-04-20,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
497,cashCards - 497,,,497,,1117,,0,,,21,2015-04-20,,,2015-04-20,6555,,,,,,,,,1,0,,,,,,,0,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,
