row_number,transaction_id,transaction_reference,sender_wallet_address,receiver_wallet_address,sender_customer_id,receiver_customer_id,amount,transaction_fee,total_debit_amount,currency_code,status,created_at
"661","80346769-0bce-45d0-99fe-2ac344e00cd5","TX_1778167231125_BB60E53F5F7E","ORG_WALLET_1778160277036_D88468BE2F0D","WALLET_1778071441355_6612E1BB0599A","ORG_602f8a0e45d24e59815b6795","22","23.47","0.02347","23.49347","USD","CONFIRMED","2026-05-07T15:20:31.125Z"
"662","14017870-3ec8-447a-a0fd-e04c3a651f9a","TX_1778167231129_3E0DA3C577CC","ORG_WALLET_1778160280396_28AA8E30C40A","ORG_WALLET_1778160275836_D546B4A6AA4D","ORG_445bfea799664a1a85c09e39","ORG_6cca990bda20451bb3b152ba","11.57","0.01157","11.58157","USD","CONFIRMED","2026-05-07T15:20:31.129Z"
"663","7e641857-a163-46ec-85c5-89f70d31abf4","TX_1778167231133_CF33FCD23618","ORG_WALLET_1778160270578_5F67C563B639","ORG_WALLET_1778160269733_0E05DF2FFF93","ORG_577fac19d1184e1da9dc121c","ORG_8e5e15226c434f6db4c68dfe","37.64","0.03764","37.67764","USD","CONFIRMED","2026-05-07T15:20:31.133Z"
"664","5da507c9-b3be-4a29-89aa-89b74f90266b","TX_1778167231137_454121F5E22D","ORG_WALLET_1778160277118_C70DF08FF521","ORG_WALLET_1778160271837_0C82F2D95DA1","ORG_1ea32c1b16bc4f64adf2679b","ORG_b2c0e26bc8e4438380730970","49.18","0.04918","49.22918","USD","CONFIRMED","2026-05-07T15:20:31.137Z"
"665","4df04edd-86f3-4e72-aef7-73c3f6f29c39","TX_1778167231141_BC6DC3EF140B","ORG_WALLET_1778160281313_EE9CB4E26C8C","ORG_WALLET_1778160281672_AC2B16ED3152","ORG_aa878780244041f0ae807e6b","ORG_ca5644b10bba4f4bb4d442cd","32.14","0.03214","32.17214","USD","CONFIRMED","2026-05-07T15:20:31.141Z"
"666","bda0f069-0426-4e20-b479-71dcad420df8","TX_1778167231145_0064BB456AA9","ORG_WALLET_1778160269455_E26051935907","ORG_WALLET_1778160275505_F41736F76EA9","ORG_631c51145ae141e2a709d288","ORG_3e4a83201e5b4f7dbdb74422","12.61","0.01261","12.62261","USD","CONFIRMED","2026-05-07T15:20:31.145Z"
"667","53d24a60-e28c-49bf-abe8-375e2575ddd4","TX_1778167231149_1F322AE6172C","WALLET_1778067139764_D220C5EF78856","ORG_WALLET_1778160271588_5AEBB5495957","13","ORG_ecce5b9c9b2d4c3aaf74df2b","26.66","0.02666","26.68666","USD","CONFIRMED","2026-05-07T15:20:31.149Z"
"668","d5645a39-61eb-4b49-9b72-568d93043e31","TX_1778167231152_A612FB035F09","ORG_WALLET_1778160273275_19AD91E00789","ORG_WALLET_1778160269996_0B5992C7E17C","ORG_f27a7bac46bf4ceb842fec9d","ORG_7fecdb9f77414f1e86f310d9","12.93","0.01293","12.94293","USD","CONFIRMED","2026-05-07T15:20:31.152Z"
"669","4a6eecd2-c612-4bfe-9661-7cd1d6c2576e","TX_1778167231156_C7760D1DD7E0","ORG_WALLET_1778160270916_58F7499D02AE","ORG_WALLET_1778160277948_02E3D888EC83","ORG_3b0c736419434cb3915d9406","ORG_da6ada1190384d80bd40ae29","33.78","0.03378","33.81378","USD","CONFIRMED","2026-05-07T15:20:31.156Z"
"670","08519f67-68fc-43a8-bd95-023960c0b93a","TX_1778167231160_D90800F20283","ORG_WALLET_1778160268893_3F8C90E5DA98","ORG_WALLET_1778160279654_8F201F35E72D","ORG_a34da9d20f934482ba962b14","ORG_429d704d895f4812a19c43e4","30.91","0.03091","30.94091","USD","CONFIRMED","2026-05-07T15:20:31.160Z"
"671","bc32548f-a99d-4978-932f-ab80c013e96c","TX_1778167231164_2067FF810579","ORG_WALLET_1778160274682_5965E6AC8E74","ORG_WALLET_1778160272769_FD7534EDEC66","ORG_a6e4e132067d444abfd40382","ORG_ac4284f48d50479c9cabbf1e","3.88","0.00388","3.88388","USD","CONFIRMED","2026-05-07T15:20:31.164Z"
"672","75ef75ea-44d6-457c-af94-ed40a7cf6244","TX_1778167231168_A1BE6E837C3B","ORG_WALLET_1778160279654_8F201F35E72D","ORG_WALLET_1778160283128_A2CB665268B0","ORG_429d704d895f4812a19c43e4","ORG_7eb988a91e6c46b0b85aae07","29.81","0.02981","29.83981","USD","CONFIRMED","2026-05-07T15:20:31.168Z"
"673","d84224a2-656e-4e6a-91a9-e91dce5b0745","TX_1778167231172_7EAD9998B19F","ORG_WALLET_1778160271003_F583CBD68022","ORG_WALLET_1778160269349_7AA905F368B7","ORG_a73f457b6aeb4420a9d5bd5b","ORG_d960392e058d4b21ae6e9131","34.48","0.03448","34.51448","USD","CONFIRMED","2026-05-07T15:20:31.172Z"
"674","07a79a4f-2f8c-406e-93b2-66261ccfe966","TX_1778167231175_6D3563F80C78","ORG_WALLET_1778160275671_04596EB26676","WALLET_1778072141107_075D86A2D86CE","ORG_cb4afdce1d614e709ea35423","31","22.45","0.02245","22.47245","USD","CONFIRMED","2026-05-07T15:20:31.175Z"
"675","06cd29e8-e9cd-4f50-aec6-de6ca76bd47c","TX_1778167231179_DD0D5C341CC4","ORG_WALLET_1778160270244_8FA5322D5953","ORG_WALLET_1778160282622_50BBD01DB0E0","ORG_2a4b739bfe4b4248b59c8c60","ORG_7165931dc11d448fbc2f29f4","3.21","0.00321","3.21321","USD","CONFIRMED","2026-05-07T15:20:31.179Z"
"676","4123252d-7d7f-42d1-b7c0-df34709787cc","TX_1778167231183_894B6052D9ED","ORG_WALLET_1778160269819_4C4BAD6CD589","ORG_WALLET_1778160272087_2324BE187015","ORG_bbc3a46f4c964cf397cfedac","ORG_1947e9ee30de4becb2794d04","42.56","0.04256","42.60256","USD","CONFIRMED","2026-05-07T15:20:31.183Z"
"677","9882a2da-9fbe-4c62-b12c-34eceabb7efc","TX_1778167231187_0C45F95A06BD","ORG_WALLET_1778160276001_05A50D53087F","ORG_WALLET_1778160270828_FCD6A452F375","ORG_4f875438f0ae42e8af201d6f","ORG_6a112b620a3b4d9db1c1b50d","40.8","0.0408","40.8408","USD","CONFIRMED","2026-05-07T15:20:31.187Z"
"678","d844e2b0-33a7-469e-9973-6b5c07fd3b99","TX_1778167231191_848633339EC3","ORG_WALLET_1778160274180_D68BEDEE7D6D","WALLET_1778153906827_07651C59B5DEE","ORG_edd410705d74447cbf477a86","900473","9.03","0.00903","9.03903","USD","CONFIRMED","2026-05-07T15:20:31.191Z"
"679","c367f9b1-4b83-42a2-80b7-b413f71ebc5b","TX_1778167231195_C961309639B5","ORG_WALLET_1778160273021_441FA524915E","ORG_WALLET_1778160274766_F1C3DC6076C5","ORG_a71d85d229504155adb16888","ORG_20a1c457345d4a89afd74ee2","25.46","0.02546","25.48546","USD","CONFIRMED","2026-05-07T15:20:31.195Z"
"680","0449de2b-fa8b-4f74-8c24-fc90f7cb70b2","TX_1778167231198_737B4A5040EB","WALLET_1778066885551_3953C6C1EF125","ORG_WALLET_1778160278570_DC0BF9503FE1","12","ORG_0491778a7f0d4b3396e7c742","21.31","0.02131","21.33131","USD","CONFIRMED","2026-05-07T15:20:31.198Z"
"681","83e17e8b-98fc-4805-9ffc-b776c16229cc","TX_1778167231203_98F4E3A2B433","ORG_WALLET_1778160275423_53316FAFBA7A","ORG_WALLET_1778160276331_4051DC1CA743","ORG_3e2627c9b50d4224b7ce732a","ORG_3a9b9c870e0640eeb07e124b","34.31","0.03431","34.34431","USD","CONFIRMED","2026-05-07T15:20:31.203Z"
"682","53983ebc-0de7-429c-8632-efeac1805953","TX_1778167231206_885065E7EE39","ORG_WALLET_1778160280063_AAF51069402B","WALLET_1778160871693_0EA008B15BECE","ORG_9ebccad56d8746aba1f28a74","900478","47.95","0.04795","47.99795","USD","CONFIRMED","2026-05-07T15:20:31.206Z"
"683","d6f97b0d-3eae-4087-80f4-f3f6f8720953","TX_1778167231210_3BF8DDA70351","ORG_WALLET_1778160271086_EEFE4F412D2E","ORG_WALLET_1778160278656_2AA9E6362FDE","ORG_21f9c483dfae4315b138bac7","ORG_8121c92f968d451094666b4d","30.02","0.03002","30.05002","USD","CONFIRMED","2026-05-07T15:20:31.210Z"
"684","8766ae41-19d3-4135-8daf-5326d53cd03f","TX_1778167231214_D336171FC117","ORG_WALLET_1778160271503_26D7F9F47165","ORG_WALLET_1778160275260_2FA5B71E69EF","ORG_3284baf117844e8289acfa39","ORG_36825afef0744860ab8035f2","37.55","0.03755","37.58755","USD","CONFIRMED","2026-05-07T15:20:31.214Z"
"685","c099bf79-9df2-402d-b2d5-8975ce4a2ccc","TX_1778167231218_7425B6580F84","ORG_WALLET_1778160277866_C651D9A96A38","WALLET_1778066536214_1CCF535AA5CB2","ORG_c97a5bd146424af892b521b5","11","13.69","0.01369","13.70369","USD","CONFIRMED","2026-05-07T15:20:31.218Z"
"686","94527f22-893e-4999-8865-fb27c07c889a","TX_1778167231222_70ED72667EB9","WALLET_1778066536214_1CCF535AA5CB2","ORG_WALLET_1778160278130_FD9398A28CB7","11","ORG_663382d38d544ef9b9ebb2c7","38.02","0.03802","38.05802","USD","CONFIRMED","2026-05-07T15:20:31.222Z"
"687","573e3e4e-fdf3-4788-ba32-4960b564fd67","TX_1778167231226_F7FE0BFB6547","ORG_WALLET_1778160282284_EC6234CEFA04","ORG_WALLET_1778160272855_D00C90A0E963","ORG_5b9400e661504c4f968243c0","ORG_bae3ca8533f14130b6d9ed30","47.69","0.04769","47.73769","USD","CONFIRMED","2026-05-07T15:20:31.226Z"
"688","89db688d-5f18-4baa-87a9-10c8722a8ed5","TX_1778167231230_AFA4733B31E6","ORG_WALLET_1778160282882_721F365A8568","ORG_WALLET_1778160274016_A8FA1F846E1C","ORG_ca0453f9444845208f60654d","ORG_70fa302ec4944a7aa53832f8","43.5","0.0435","43.5435","USD","CONFIRMED","2026-05-07T15:20:31.230Z"
"689","3a43fbc1-a1d2-4bbd-be14-d89b4e5f5ccd","TX_1778167231235_A4AD02CF5F3C","ORG_WALLET_1778160272427_347735F01EAC","ORG_WALLET_1778160279322_2515D0F54F47","ORG_95f1c8263eb9403fa7c10857","ORG_5d1a9275bc4a4a92b3fa18ae","24.48","0.02448","24.50448","USD","CONFIRMED","2026-05-07T15:20:31.235Z"
"690","d3cc0363-ed27-4f29-8f98-40cf161d09d4","TX_1778167231239_4E5CD4CE5F4E","ORG_WALLET_1778158080621_9D3B20D175BC1","ORG_WALLET_1778160276576_57F1AE36B2AC","ORG_1d0a64007d7149ba8b5a7aa3","ORG_bebd64d6740044d1bb3a41b9","48.46","0.04846","48.50846","USD","CONFIRMED","2026-05-07T15:20:31.239Z"
"691","727224ec-c2be-49cd-a8b0-e58448ee123c","TX_1778167231243_D26F88671F12","ORG_WALLET_1778160271336_332D39319141","WALLET_1778154970895_D82B934E18EF1","ORG_aac3beae4c654f7f84f04e44","900475","31.46","0.03146","31.49146","USD","CONFIRMED","2026-05-07T15:20:31.243Z"
"692","d3df8975-6b4d-4984-b95a-d41262220328","TX_1778167231248_CDFD6761DC6C","ORG_WALLET_1778160277281_E7A1D5DF049D","ORG_WALLET_1778160281146_B8874C5AC610","ORG_3dec97d5b52e4315a8dc28ee","ORG_ae90e61e64ff48a089d9a554","8.26","0.00826","8.26826","USD","CONFIRMED","2026-05-07T15:20:31.248Z"
"693","01f5d613-430e-4499-a983-079071ba8f0d","TX_1778167231253_2D53EAEB8C56","ORG_WALLET_1778160279322_2515D0F54F47","ORG_WALLET_1778160271003_F583CBD68022","ORG_5d1a9275bc4a4a92b3fa18ae","ORG_a73f457b6aeb4420a9d5bd5b","23.06","0.02306","23.08306","USD","CONFIRMED","2026-05-07T15:20:31.253Z"
"694","670b8b4e-1f84-45e3-b052-e7008ee462cc","TX_1778167231258_89A8378C7A46","ORG_WALLET_1778160280975_445C3B87B0E4","ORG_WALLET_1778160283212_04E49AAB0147","ORG_7afe70881d4b4bf698b08a22","ORG_c11a6f2d78c941cea491491c","14.82","0.01482","14.83482","USD","CONFIRMED","2026-05-07T15:20:31.258Z"
"695","489fe6e2-a338-474b-82b0-5901a0aa5748","TX_1778167231263_DD7C3CAB3086","ORG_WALLET_1778160281761_D0E2A46DF0CD","ORG_WALLET_1778160279982_912AFF7751A5","ORG_7346434746a24847bbb306fe","ORG_0516915df7d441f2b287f550","16.85","0.01685","16.86685","USD","CONFIRMED","2026-05-07T15:20:31.263Z"
"696","f0ebed89-b416-461a-8a49-805c85bbed41","TX_1778167231267_48F16FC2DC53","ORG_WALLET_1778160271837_0C82F2D95DA1","ORG_WALLET_1778160276166_F5F14DB4910B","ORG_b2c0e26bc8e4438380730970","ORG_85042eae537c4c1cb51c1e84","34.49","0.03449","34.52449","USD","CONFIRMED","2026-05-07T15:20:31.267Z"
"697","f3f722cd-850a-4868-ba13-616484287162","TX_1778167231272_A2A9B7D165F4","ORG_WALLET_1778160272597_395AFF437375","ORG_WALLET_1778160282116_06B29CDD554E","ORG_27f72ecdd7eb4a9f89c477ac","ORG_4e2887482991445eb836ba60","43.85","0.04385","43.89385","USD","CONFIRMED","2026-05-07T15:20:31.272Z"
"698","808822f9-eb0f-48ed-bf6b-3a818d394fd2","TX_1778167231276_FD72ABDC594F","ORG_WALLET_1778160275753_082C4EAF7EAE","ORG_WALLET_1778160272597_395AFF437375","ORG_adf8170288c4481488d92098","ORG_27f72ecdd7eb4a9f89c477ac","10.52","0.01052","10.53052","USD","CONFIRMED","2026-05-07T15:20:31.276Z"
"699","d789ac8a-6f21-4e2c-99cb-66964e712676","TX_1778167231280_E23E332B26D5","ORG_WALLET_1778160278570_DC0BF9503FE1","ORG_WALLET_1778160281672_AC2B16ED3152","ORG_0491778a7f0d4b3396e7c742","ORG_ca5644b10bba4f4bb4d442cd","8.91","0.00891","8.91891","USD","CONFIRMED","2026-05-07T15:20:31.280Z"
"700","c3ee34df-d6cb-472e-adf2-8f3904b2cffe","TX_1778167231284_00ECA57FC9B6","ORG_WALLET_1778160274599_128BAE8501ED","WALLET_1778072141107_075D86A2D86CE","ORG_5d7ccd0921bf4a349d193ef4","31","47.61","0.04761","47.65761","USD","CONFIRMED","2026-05-07T15:20:31.284Z"
"701","4e04a9cc-334f-4178-b8f5-6571ba83d85b","TX_1778167231289_A81105D6EBC6","ORG_WALLET_1778160275014_18D1A4CDCE47","ORG_WALLET_1778160278829_27222539D362","ORG_1279f3ac8c8345a9bd0d57cf","ORG_3f069e8026b3411fb09ee1b9","15.16","0.01516","15.17516","USD","CONFIRMED","2026-05-07T15:20:31.289Z"
"702","6b35394e-96c5-41d9-b42a-94b1f80b79d1","TX_1778167231294_59CAD6E56907","ORG_WALLET_1778160270662_8E867A418388","ORG_WALLET_1778160280559_426B10463347","ORG_9497e6ea72dd46399b5fce26","ORG_714136041c8c450e87db5646","10.91","0.01091","10.92091","USD","CONFIRMED","2026-05-07T15:20:31.294Z"
"703","8a4199ef-abb9-4fac-99cc-c0f2acab1a44","TX_1778167231299_45649B69E0BC","ORG_WALLET_1778160277532_B90C63AB1C19","ORG_WALLET_1778160273850_0D5093565581","ORG_4fffbe49b22a4f23b2a37682","ORG_33b9e287d79e4e8c9fba6274","19.56","0.01956","19.57956","USD","CONFIRMED","2026-05-07T15:20:31.299Z"
"704","7e69ca2a-3cab-4f60-bc2e-f33bb8401be7","TX_1778167231303_820629A96FA8","ORG_WALLET_1778160277696_1E4BED96895A","ORG_WALLET_1778160280063_AAF51069402B","ORG_98c417cc5a45471cb8d8400e","ORG_9ebccad56d8746aba1f28a74","37.25","0.03725","37.28725","USD","CONFIRMED","2026-05-07T15:20:31.303Z"
"705","a8b10ded-8faa-4b6d-b35a-f01b7e082083","TX_1778167231308_ACDB1665661F","ORG_WALLET_1778160277281_E7A1D5DF049D","ORG_WALLET_1778160274346_C1801622C4F1","ORG_3dec97d5b52e4315a8dc28ee","ORG_eb4457964c8e4d2c85073cbc","39.24","0.03924","39.27924","USD","CONFIRMED","2026-05-07T15:20:31.308Z"
"706","4737c4a8-bac6-4713-b7c8-6ff04d8d19b7","TX_1778167231312_3348A086154B","ORG_WALLET_1778160273021_441FA524915E","ORG_WALLET_1778160281313_EE9CB4E26C8C","ORG_a71d85d229504155adb16888","ORG_aa878780244041f0ae807e6b","21.05","0.02105","21.07105","USD","CONFIRMED","2026-05-07T15:20:31.312Z"
"707","a3579f2e-1f2f-4a90-8c83-ea5e5f077ede","TX_1778167231317_A19B8379B86D","ORG_WALLET_1778160268893_3F8C90E5DA98","ORG_WALLET_1778160272769_FD7534EDEC66","ORG_a34da9d20f934482ba962b14","ORG_ac4284f48d50479c9cabbf1e","44.46","0.04446","44.50446","USD","CONFIRMED","2026-05-07T15:20:31.317Z"
"708","bd4f1684-5488-441b-b4b2-607c5f577548","TX_1778167231322_246774151C2A","ORG_WALLET_1778160276576_57F1AE36B2AC","ORG_WALLET_1778160280559_426B10463347","ORG_bebd64d6740044d1bb3a41b9","ORG_714136041c8c450e87db5646","13.6","0.0136","13.6136","USD","CONFIRMED","2026-05-07T15:20:31.322Z"
"709","c4a27897-3560-4dc1-a739-5755dfe4ff92","TX_1778167231327_97B00BC56FFF","ORG_WALLET_1778160281761_D0E2A46DF0CD","ORG_WALLET_1778160280889_D1B162DB74C8","ORG_7346434746a24847bbb306fe","ORG_7e715dea8d62490097b33a3b","28.21","0.02821","28.23821","USD","CONFIRMED","2026-05-07T15:20:31.327Z"
"710","a158973a-a3ae-4e26-ac4a-ca0e544c6788","TX_1778167231332_DDD64B3D92CF","ORG_WALLET_1778160277866_C651D9A96A38","ORG_WALLET_1778160282456_45B023A9122D","ORG_c97a5bd146424af892b521b5","ORG_c6ac8dad23ef42638bc72069","30.19","0.03019","30.22019","USD","CONFIRMED","2026-05-07T15:20:31.332Z"
"711","1e8d5138-dff5-4bf6-b98d-2eafb0510bba","TX_1778167231337_D329ED06EF1D","WALLET_1778143333918_F039E75D04FE3","ORG_WALLET_1778160276669_B5FBDAD5E398","311287","ORG_9e23f808f3544113a4ba0620","47.7","0.0477","47.7477","USD","CONFIRMED","2026-05-07T15:20:31.337Z"
"712","3d161304-00da-4cdd-9fd9-30a47565f8ef","TX_1778167231342_6DA073D32CB1","ORG_WALLET_1778160281313_EE9CB4E26C8C","WALLET_1778070501985_A574CF7592927","ORG_aa878780244041f0ae807e6b","19","37.67","0.03767","37.70767","USD","CONFIRMED","2026-05-07T15:20:31.342Z"
"713","c7c350c7-a265-4213-8912-7a772b226308","TX_1778167231346_C15E123A4665","WALLET_1778153747020_1ECAE0E292C2A","ORG_WALLET_1778160270578_5F67C563B639","554070","ORG_577fac19d1184e1da9dc121c","25.18","0.02518","25.20518","USD","CONFIRMED","2026-05-07T15:20:31.346Z"
"714","b25e813c-66ea-4edc-982c-a7717dc55ae3","TX_1778167231351_102E1F6C17E2","ORG_WALLET_1778160274932_22FF89952550","ORG_WALLET_1778160275589_C9E67150825E","ORG_3028e13c98ca4d07a3b5fa43","ORG_63e743b83e9d4500b9679527","15.72","0.01572","15.73572","USD","CONFIRMED","2026-05-07T15:20:31.351Z"
"715","9bd5e81e-12ac-4d3a-801f-e17650e2b057","TX_1778167231356_568B42C6318D","ORG_WALLET_1778160271003_F583CBD68022","ORG_WALLET_1778160278386_D640F5E98EC7","ORG_a73f457b6aeb4420a9d5bd5b","ORG_ab9877b6b83245749a5629bb","35.72","0.03572","35.75572","USD","CONFIRMED","2026-05-07T15:20:31.356Z"
"716","534b2f32-4b6b-46c8-bd58-10a6f49a24e9","TX_1778167231361_529FCDC4D0DB","ORG_WALLET_1778160270161_15BA2E79E909","WALLET_1778160871693_0EA008B15BECE","ORG_1389028bc1614aaa99dcd487","900478","9.24","0.00924","9.24924","USD","CONFIRMED","2026-05-07T15:20:31.361Z"
"717","a9d25c65-f91c-4a07-9924-fe73221a782e","TX_1778167231366_210579ADD874","ORG_WALLET_1778160273768_A69B0D0A7F28","ORG_WALLET_1778160282456_45B023A9122D","ORG_8b82065a06c744edb8815cb9","ORG_c6ac8dad23ef42638bc72069","3.77","0.00377","3.77377","USD","CONFIRMED","2026-05-07T15:20:31.366Z"
"718","a08dba10-8dc0-4ddf-8b43-56540a47480b","TX_1778167231371_6B65F6B0AC37","ORG_WALLET_1778160272254_7495A0C77CC7","ORG_WALLET_1778160276947_D26E37C2F505","ORG_69dea77248dd439b8f15d0cd","ORG_a9a322e9d1e743aca1161f69","32.24","0.03224","32.27224","USD","CONFIRMED","2026-05-07T15:20:31.371Z"
"719","f784b1d1-d3db-48c7-ac3b-a3ca6560eeb7","TX_1778167231375_EB4BAC4A3CDA","ORG_WALLET_1778160275178_6BFE22ABCAE0","ORG_WALLET_1778160271837_0C82F2D95DA1","ORG_f8763b870e3945858dab1964","ORG_b2c0e26bc8e4438380730970","32.66","0.03266","32.69266","USD","CONFIRMED","2026-05-07T15:20:31.375Z"
"720","8442373c-2558-4fe4-b216-0107de40d844","TX_1778167231379_2298488892F9","ORG_WALLET_1778160272938_24D08982CD31","ORG_WALLET_1778160275671_04596EB26676","ORG_1e01824ab59a4e68ae11f7a3","ORG_cb4afdce1d614e709ea35423","36.81","0.03681","36.84681","USD","CONFIRMED","2026-05-07T15:20:31.379Z"
"721","530c310d-bc14-45dd-bf4f-4fd590ade141","TX_1778167231385_17FCD10BC497","ORG_WALLET_1778160280478_74B6B9C7E314","ORG_WALLET_1778160279817_5EFE6A9486F3","ORG_319431175959410eab0a0351","ORG_9ba2d7575584423586bec8a3","14.45","0.01445","14.46445","USD","CONFIRMED","2026-05-07T15:20:31.385Z"
"722","41bba1b2-0ccb-423e-a525-fecd974aeca2","TX_1778167231389_9CB63875E8F4","ORG_WALLET_1778160271922_7B17C247593D","ORG_WALLET_1778160277866_C651D9A96A38","ORG_65c1186c01ec473e8828d351","ORG_c97a5bd146424af892b521b5","32.29","0.03229","32.32229","USD","CONFIRMED","2026-05-07T15:20:31.389Z"
"723","beddb6d6-d2cd-4a70-a226-a744a239d737","TX_1778167231393_AB7EDBB79EBB","WALLET_1778067202023_7BFE17ECAE335","ORG_WALLET_1778160270244_8FA5322D5953","16","ORG_2a4b739bfe4b4248b59c8c60","38.12","0.03812","38.15812","USD","CONFIRMED","2026-05-07T15:20:31.394Z"
"724","9cb417ff-7388-4cfc-896d-11a1a7e22967","TX_1778167231398_B350D587B7DA","ORG_WALLET_1778160269996_0B5992C7E17C","ORG_WALLET_1778160273603_8FD5638257B0","ORG_7fecdb9f77414f1e86f310d9","ORG_b209686058a44bbcae11cd83","16.38","0.01638","16.39638","USD","CONFIRMED","2026-05-07T15:20:31.398Z"
"725","0534f4a4-7a92-4def-871a-602e592e227a","TX_1778167231403_106375757393","ORG_WALLET_1778160276669_B5FBDAD5E398","ORG_WALLET_1778160278656_2AA9E6362FDE","ORG_9e23f808f3544113a4ba0620","ORG_8121c92f968d451094666b4d","38.7","0.0387","38.7387","USD","CONFIRMED","2026-05-07T15:20:31.403Z"
"726","b128ce46-a8c8-4c2e-8309-2e64708dc9df","TX_1778167231406_592C5C603CA1","ORG_WALLET_1778160276854_01DB22D26B59","ORG_WALLET_1778160277866_C651D9A96A38","ORG_96abde570dc346cb8fa1c4f8","ORG_c97a5bd146424af892b521b5","46.25","0.04625","46.29625","USD","CONFIRMED","2026-05-07T15:20:31.406Z"
"727","7391a575-f9fd-4a5c-9619-315606ed116b","TX_1778167231410_08E22E7E14DE","ORG_WALLET_1778160280723_76881A40B86C","WALLET_1778070501985_A574CF7592927","ORG_ffb1b562e6c24779bc734630","19","12.61","0.01261","12.62261","USD","CONFIRMED","2026-05-07T15:20:31.410Z"
"728","ea115e50-26e0-44ff-a91a-e66e88017df2","TX_1778167231414_06BAFADCF7E2","ORG_WALLET_1778160273021_441FA524915E","ORG_WALLET_1778160281852_844849EF2828","ORG_a71d85d229504155adb16888","ORG_3fd58db1eff04be0b03a5642","48.24","0.04824","48.28824","USD","CONFIRMED","2026-05-07T15:20:31.414Z"
"729","428b12fb-30bf-4555-9c05-0176cf2b8ea5","TX_1778167231418_51630CFC9F3D","ORG_WALLET_1778160278483_35C5D56EB87C","ORG_WALLET_1778160283046_9BD4F086F512","ORG_324af165c31348f89951e21f","ORG_4583de686dcd47b699bf4049","9.99","0.00999","9.99999","USD","CONFIRMED","2026-05-07T15:20:31.418Z"
"730","f2e75453-f186-4d69-84db-710a2a8dd0bd","TX_1778167231422_C7FA06410CD6","ORG_WALLET_1778160283128_A2CB665268B0","ORG_WALLET_1778160282284_EC6234CEFA04","ORG_7eb988a91e6c46b0b85aae07","ORG_5b9400e661504c4f968243c0","27.63","0.02763","27.65763","USD","CONFIRMED","2026-05-07T15:20:31.422Z"
"731","57bb5f44-fadd-4230-af7f-71494c2fc166","TX_1778167231426_2BF7B16FA92F","ORG_WALLET_1778160272597_395AFF437375","ORG_WALLET_1778160271837_0C82F2D95DA1","ORG_27f72ecdd7eb4a9f89c477ac","ORG_b2c0e26bc8e4438380730970","48.19","0.04819","48.23819","USD","CONFIRMED","2026-05-07T15:20:31.426Z"
"732","5cc3938d-792b-4b2c-8787-40413bc63370","TX_1778167231430_10D8DD5D88D1","ORG_WALLET_1778160277036_D88468BE2F0D","WALLET_1778154970895_D82B934E18EF1","ORG_602f8a0e45d24e59815b6795","900475","9.98","0.00998","9.98998","USD","CONFIRMED","2026-05-07T15:20:31.430Z"
"733","ddfb58fb-5d43-4575-a507-559e32b80e7c","TX_1778167231434_2E80CB599178","ORG_WALLET_1778160280229_2A2D74805156","ORG_WALLET_1778160277118_C70DF08FF521","ORG_6312f8a7d3254be0a87733a6","ORG_1ea32c1b16bc4f64adf2679b","47.64","0.04764","47.68764","USD","CONFIRMED","2026-05-07T15:20:31.434Z"
"734","8ed272f3-0b6f-4d9d-a6a5-12975f3b2b16","TX_1778167231438_97D9DB0EFCD7","ORG_WALLET_1778160269733_0E05DF2FFF93","WALLET_1778067488069_3704C026E691","ORG_8e5e15226c434f6db4c68dfe","17","1.67","0.00167","1.67167","USD","CONFIRMED","2026-05-07T15:20:31.438Z"
"735","922ac189-9373-4725-b152-a7081d56b126","TX_1778167231442_AD2058C92475","ORG_WALLET_1778160273768_A69B0D0A7F28","ORG_WALLET_1778160272855_D00C90A0E963","ORG_8b82065a06c744edb8815cb9","ORG_bae3ca8533f14130b6d9ed30","45.7","0.0457","45.7457","USD","CONFIRMED","2026-05-07T15:20:31.442Z"
"736","7fe1c98a-0a23-4585-a3fa-746ffd9d3b6a","TX_1778167231446_34F5B5233A9C","ORG_WALLET_1778160270494_527614AD5ED1","ORG_WALLET_1778160278829_27222539D362","ORG_52501adb75e9456880834763","ORG_3f069e8026b3411fb09ee1b9","17.22","0.01722","17.23722","USD","CONFIRMED","2026-05-07T15:20:31.446Z"
"737","e58a3b24-0879-4a5a-812b-3abbbb9fdc8b","TX_1778167231450_772DFF81730E","ORG_WALLET_1778160275178_6BFE22ABCAE0","ORG_WALLET_1778160281313_EE9CB4E26C8C","ORG_f8763b870e3945858dab1964","ORG_aa878780244041f0ae807e6b","11.29","0.01129","11.30129","USD","CONFIRMED","2026-05-07T15:20:31.450Z"
"738","430623a3-dceb-4030-b48a-e3cc71d3eaa6","TX_1778167231455_95F5BBDEA072","WALLET_1778153695898_3575061710329","ORG_WALLET_1778160277450_8AAEAFBE7345","693779","ORG_b603d78d287c474f87488af3","45.68","0.04568","45.72568","USD","CONFIRMED","2026-05-07T15:20:31.455Z"
"739","d8682c46-633b-4f5a-bf3a-8c2a58b8c6ca","TX_1778167231459_203B16EF7D7F","ORG_WALLET_1778160270494_527614AD5ED1","ORG_WALLET_1778160282024_FE7C5E5B3F76","ORG_52501adb75e9456880834763","ORG_fd61c0ae121b408888561065","30.12","0.03012","30.15012","USD","CONFIRMED","2026-05-07T15:20:31.459Z"
