row_number,transaction_id,transaction_reference,sender_wallet_address,receiver_wallet_address,sender_customer_id,receiver_customer_id,amount,transaction_fee,total_debit_amount,currency_code,status,created_at
"79","aab37ae6-67ad-4e56-8032-f0d6349eea17","TX_1778167150213_EAAFF604E2C1","ORG_WALLET_1778160272171_3E1E9FC7005B","ORG_WALLET_1778160278300_D29F97057D02","ORG_cf345c7615cd49f19d54be4b","ORG_fd7b8664935248b5999f8970","18.33","0.01833","18.34833","USD","CONFIRMED","2026-05-07T15:19:10.213Z"
"80","49fc1663-87d5-47b9-8f69-88569d98c41e","TX_1778167150217_1D322194897B","ORG_WALLET_1778160273359_C48B3E1ED6E4","ORG_WALLET_1778160281228_62BF0507BF95","ORG_be93a91b05f04b018a2cc595","ORG_875af1ba8fb94bc4b83fad9f","5.56","0.00556","5.56556","USD","CONFIRMED","2026-05-07T15:19:10.217Z"
"81","99be6c9b-d5b6-4bc8-bfac-fa693ce85a2d","TX_1778167150220_D927BE618571","ORG_WALLET_1778160279735_472CEB450301","ORG_WALLET_1778160277450_8AAEAFBE7345","ORG_6575120899be4b2b93a8295a","ORG_b603d78d287c474f87488af3","49.95","0.04995","49.99995","USD","CONFIRMED","2026-05-07T15:19:10.220Z"
"82","7ccc6cc5-8330-4425-9b97-8e113ab63036","TX_1778167150224_436479E7F61A","ORG_WALLET_1778160280975_445C3B87B0E4","ORG_WALLET_1778160283046_9BD4F086F512","ORG_7afe70881d4b4bf698b08a22","ORG_4583de686dcd47b699bf4049","25.65","0.02565","25.67565","USD","CONFIRMED","2026-05-07T15:19:10.224Z"
"83","cdf4ecad-78d5-4432-a67c-ecbc792297a0","TX_1778167150227_985D8110FC8A","ORG_WALLET_1778160282456_45B023A9122D","ORG_WALLET_1778160272855_D00C90A0E963","ORG_c6ac8dad23ef42638bc72069","ORG_bae3ca8533f14130b6d9ed30","17.58","0.01758","17.59758","USD","CONFIRMED","2026-05-07T15:19:10.227Z"
"84","c7111422-6be3-4c7b-9302-db3e12679df8","TX_1778167150231_827CC56B693A","ORG_WALLET_1778160273686_674A3BB67D22","ORG_WALLET_1778160275178_6BFE22ABCAE0","ORG_938d73070d6540978566cca4","ORG_f8763b870e3945858dab1964","14.8","0.0148","14.8148","USD","CONFIRMED","2026-05-07T15:19:10.231Z"
"85","cb0eddcf-5b64-4929-8eca-e05de4d1098b","TX_1778167150235_CD93D433B325","ORG_WALLET_1778160275505_F41736F76EA9","ORG_WALLET_1778160268893_3F8C90E5DA98","ORG_3e4a83201e5b4f7dbdb74422","ORG_a34da9d20f934482ba962b14","11.95","0.01195","11.96195","USD","CONFIRMED","2026-05-07T15:19:10.235Z"
"86","9b9c4f91-3ad9-4b58-8bbb-ebe6a360b764","TX_1778167150239_0A798B75F5CD","ORG_WALLET_1778160282882_721F365A8568","ORG_WALLET_1778160269239_48CD73B4012D","ORG_ca0453f9444845208f60654d","ORG_27d97e5a920d445294b83bef","37.9","0.0379","37.9379","USD","CONFIRMED","2026-05-07T15:19:10.239Z"
"87","2c14d004-8822-4220-a75a-5922b2f278fd","TX_1778167150243_BF1522B1753D","ORG_WALLET_1778160275014_18D1A4CDCE47","ORG_WALLET_1778160270662_8E867A418388","ORG_1279f3ac8c8345a9bd0d57cf","ORG_9497e6ea72dd46399b5fce26","27.82","0.02782","27.84782","USD","CONFIRMED","2026-05-07T15:19:10.243Z"
"88","f54d0a80-ddd9-4fcc-9464-6364276faefa","TX_1778167150246_0D2BEDC41C27","ORG_WALLET_1778160282622_50BBD01DB0E0","ORG_WALLET_1778160282706_E877F04E8A8C","ORG_7165931dc11d448fbc2f29f4","ORG_2de29862c3dc42e7ac2411df","28.66","0.02866","28.68866","USD","CONFIRMED","2026-05-07T15:19:10.246Z"
"89","8e2397e7-e1e3-4ab9-977f-b57ae887a992","TX_1778167150250_B15D628660BD","ORG_WALLET_1778160277199_E35225A60825","ORG_WALLET_1778160274850_C8FA65D01C69","ORG_27c30d81ee7a4fb88450f457","ORG_9334ac8c5d4b490fa13c098f","46.17","0.04617","46.21617","USD","CONFIRMED","2026-05-07T15:19:10.250Z"
"90","ef128567-e144-4adf-a48b-bfee27f9198f","TX_1778167150254_1C186FF068DD","ORG_WALLET_1778160277365_03FDBA4E2E67","ORG_WALLET_1778160279322_2515D0F54F47","ORG_4630e3b4b65b4eda89b6f23b","ORG_5d1a9275bc4a4a92b3fa18ae","36.35","0.03635","36.38635","USD","CONFIRMED","2026-05-07T15:19:10.254Z"
"91","97e4e3ab-1442-457e-8e77-1050e1489cbf","TX_1778167150258_53DA138C6049","ORG_WALLET_1778160274180_D68BEDEE7D6D","ORG_WALLET_1778160271922_7B17C247593D","ORG_edd410705d74447cbf477a86","ORG_65c1186c01ec473e8828d351","16.27","0.01627","16.28627","USD","CONFIRMED","2026-05-07T15:19:10.258Z"
"92","40e5e3e4-f27d-4021-834c-7b271097e8e1","TX_1778167150261_BAD117491A82","ORG_WALLET_1778160274429_B7A0D258D0C2","ORG_WALLET_1778160275919_BDF031F0A6D4","ORG_ee8a6761bdfa493095c2f4d2","ORG_6e9b7fd7d6a84f5d89e1f07a","31.16","0.03116","31.19116","USD","CONFIRMED","2026-05-07T15:19:10.261Z"
"93","5a8b1d16-f223-4ac8-954f-be4639f0f98b","TX_1778167150264_C5146B692D42","WALLET_1778066885551_3953C6C1EF125","ORG_WALLET_1778160276166_F5F14DB4910B","12","ORG_85042eae537c4c1cb51c1e84","28.85","0.02885","28.87885","USD","CONFIRMED","2026-05-07T15:19:10.265Z"
"94","1eb7f762-7464-4715-9926-4870716b747d","TX_1778167150268_86C83F638A4E","ORG_WALLET_1778160280641_07749B20BDD1","ORG_WALLET_1778160278912_34CD89FC56F8","ORG_72acde45a0c54024bfa80e9a","ORG_ec29df2c50c64390af553958","10.96","0.01096","10.97096","USD","CONFIRMED","2026-05-07T15:19:10.268Z"
"95","45668744-cc59-400d-9eaa-42c7a1a5dfae","TX_1778167150271_BDAB7F9FAB6B","ORG_WALLET_1778160273441_F81077FBB190","ORG_WALLET_1778160275505_F41736F76EA9","ORG_63cb10b5b1e5475fbd0d95a0","ORG_3e4a83201e5b4f7dbdb74422","3.96","0.00396","3.96396","USD","CONFIRMED","2026-05-07T15:19:10.272Z"
"96","e0d26461-6c23-40a7-aed1-06ff4e0a70f0","TX_1778167150275_B6404CD7F2F3","WALLET_1778071441355_6612E1BB0599A","ORG_WALLET_1778160271420_10308936FCED","22","ORG_c657f0a890c74ef99b1652bf","18.53","0.01853","18.54853","USD","CONFIRMED","2026-05-07T15:19:10.275Z"
"97","8a629bc4-5f64-4623-b60e-fb05ae182fec","TX_1778167150279_851AEA1BD903","WALLET_1778072141107_075D86A2D86CE","ORG_WALLET_1778160281852_844849EF2828","31","ORG_3fd58db1eff04be0b03a5642","44.3","0.0443","44.3443","USD","CONFIRMED","2026-05-07T15:19:10.279Z"
"98","8f1d6476-e626-48fa-b7f1-705e7c29fe17","TX_1778167150282_08FD8E4B6507","ORG_WALLET_1778160272254_7495A0C77CC7","ORG_WALLET_1778160282706_E877F04E8A8C","ORG_69dea77248dd439b8f15d0cd","ORG_2de29862c3dc42e7ac2411df","11.26","0.01126","11.27126","USD","CONFIRMED","2026-05-07T15:19:10.282Z"
"99","3d3b8553-4017-494e-b35d-759d7953a690","TX_1778167150286_5534F184ED3D","ORG_WALLET_1778160271169_01A8D14E09DE","ORG_WALLET_1778160269455_E26051935907","ORG_5111da2a38544e5f9ff43bf1","ORG_631c51145ae141e2a709d288","21.97","0.02197","21.99197","USD","CONFIRMED","2026-05-07T15:19:10.286Z"
"100","3fc1db51-c66a-4f8f-9726-525ccf32d1ee","TX_1778167150290_799D9AE4C6F6","WALLET_1778067202023_7BFE17ECAE335","ORG_WALLET_1778160271837_0C82F2D95DA1","16","ORG_b2c0e26bc8e4438380730970","18.02","0.01802","18.03802","USD","CONFIRMED","2026-05-07T15:19:10.290Z"
